"","Bin ID","Site","Sample Name","Site ID","Subplot","Layer","Date","IMG Genome ID","Bin Quality","Bin Lineage","GTDB-Tk Taxonomy Lineage","Domain","Phylum","Class","Order","Family","Genus","Bin Completeness","Bin Contamination","Total Number of Bases","5s rRNA","16s rRNA","23s rRNA","tRNA Genes","Gene Count","Scaffold Count","Assembly Type"
"408","3300060884_47","Chase Lake Wetlands, North Dakota, USA","WOOD_042-M-20210712","WOOD","042","M","20210712",3300060884,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; UBA4738; UBA4738; HRBIN12; AC-69","Bacteria","Actinobacteriota","UBA4738","UBA4738","HRBIN12","AC-69",66.98,1.71,1793203,0,1,0,25,1988,197,"Individual"
"409","3300060884_54","Chase Lake Wetlands, North Dakota, USA","WOOD_042-M-20210712","WOOD","042","M","20210712",3300060884,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Jatrophihabitantaceae; WQZC01","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Jatrophihabitantaceae","WQZC01",89.24,3.49,4701088,0,1,0,50,4929,507,"Individual"
"410","3300060884_55","Chase Lake Wetlands, North Dakota, USA","WOOD_042-M-20210712","WOOD","042","M","20210712",3300060884,"MQ","Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; Luteimonas granuli","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",58.1,0,2394086,0,1,0,38,2473,275,"Individual"
"411","3300060884_59","Chase Lake Wetlands, North Dakota, USA","WOOD_042-M-20210712","WOOD","042","M","20210712",3300060884,"MQ","Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Dermatophilaceae; Lapillicoccus","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Dermatophilaceae","Lapillicoccus",77.16,1.8,2576604,0,0,0,28,2770,267,"Individual"
"412","3300060884_62","Chase Lake Wetlands, North Dakota, USA","WOOD_042-M-20210712","WOOD","042","M","20210712",3300060884,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Xanthobacteraceae; Pseudolabrys; Pseudolabrys taiwanensis","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",65.11,0.63,2020569,0,1,0,14,2234,216,"Individual"
"413","3300060884_63","Chase Lake Wetlands, North Dakota, USA","WOOD_042-M-20210712","WOOD","042","M","20210712",3300060884,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","VAZQ01",94.55,6.81,6677918,1,1,1,47,6917,359,"Individual"
"414","3300060884_66","Chase Lake Wetlands, North Dakota, USA","WOOD_042-M-20210712","WOOD","042","M","20210712",3300060884,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Xanthobacteraceae; Pseudolabrys","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",55.24,5.17,3548619,0,0,0,33,4087,450,"Individual"
"415","3300060884_71","Chase Lake Wetlands, North Dakota, USA","WOOD_042-M-20210712","WOOD","042","M","20210712",3300060884,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Hyphomicrobiaceae; Methyloceanibacter","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methyloligellaceae; Methyloceanibacter","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter",52.3,0.13,1088154,0,0,0,16,1263,162,"Individual"
"416","3300060885_102","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae",NA,52.59,8.91,1495527,1,0,0,23,1805,234,"Individual"
"417","3300060885_110","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA,59.48,6.9,3836949,0,0,0,20,4282,475,"Individual"
"418","3300060885_20","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria","Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; UBA11740","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","UBA11740",96.53,2.56,5957811,1,0,1,65,5084,91,"Individual"
"419","3300060885_22","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"HQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9",NA,90.95,1.72,2440312,1,1,1,51,2479,9,"Individual"
"420","3300060885_26","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; JAFAXD01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","JAFAXD01",51.97,4.17,9685094,0,0,0,125,11458,877,"Individual"
"421","3300060885_28","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Pseudomonadota","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522","Bacteria","Proteobacteria","Gammaproteobacteria","UBA6522","UBA6522",NA,61.29,4.13,3072016,0,1,0,23,3186,475,"Individual"
"422","3300060885_34","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; UBA4738; UBA4738; HRBIN12; AC-51","Bacteria","Actinobacteriota","UBA4738","UBA4738","HRBIN12","AC-51",62.07,5.17,2068163,0,0,0,30,2346,288,"Individual"
"423","3300060885_38","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","VAZQ01",80.77,2.56,3344554,1,0,1,20,3598,307,"Individual"
"424","3300060885_4","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Allosphingosinicella","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Allosphingosinicella",89.27,2.65,3311930,0,0,0,39,3638,328,"Individual"
"425","3300060885_41","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; JACDAN01","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","JACDAN01",66.38,0.43,2093072,1,0,1,43,2405,172,"Individual"
"426","3300060885_43","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; WHSW01","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9","WHSW01",76.9,5.32,2374863,0,1,0,29,2709,271,"Individual"
"427","3300060885_45","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA,70.17,1.72,3009034,0,0,0,34,3412,372,"Individual"
"428","3300060885_47","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","SCN-69-37",NA,69.66,5.17,3119942,1,0,1,22,3094,427,"Individual"
"429","3300060885_51","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","VAZQ01",90.45,7.12,5308017,0,1,0,32,5618,526,"Individual"
"430","3300060885_57","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"HQ","Bacteria","Bacteria; Eisenbacteria; RBG-16-71-46; JABDJR01","Bacteria","Eisenbacteria","RBG-16-71-46","JABDJR01",NA,NA,98.9,0,3813530,1,1,1,48,3345,61,"Individual"
"431","3300060885_60","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Dermatophilaceae; Lapillicoccus","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Dermatophilaceae","Lapillicoccus",57.24,1.08,2318063,0,0,0,19,2501,290,"Individual"
"432","3300060885_65","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; PALSA-600","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","PALSA-600",59.64,1.72,2347335,0,0,0,21,2749,408,"Individual"
"433","3300060885_66","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria","Bacteria; Chloroflexota; Limnocylindria; QHBO01; QHBO01","Bacteria","Chloroflexota","Limnocylindria","QHBO01","QHBO01",NA,56.48,0.08,1557414,0,0,0,27,1761,200,"Individual"
"434","3300060885_74","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Archaea; Nitrososphaerota; Nitrososphaeria",NA,NA,NA,NA,NA,NA,NA,82.52,1.29,1994323,0,1,0,36,2191,137,"Individual"
"435","3300060885_76","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Acidobacteriota","Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; PSRF01","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","PSRF01",69.07,0.85,4795321,0,0,0,32,4203,316,"Individual"
"436","3300060885_79","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Archaea; Nitrososphaerota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; Nitrososphaera; Candidatus Nitrososphaera evergladensis",NA,NA,NA,NA,NA,NA,NA,51.78,0,803528,1,0,0,19,961,100,"Individual"
"437","3300060885_83","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; JADJXE01","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","JADJXE01",NA,64.96,2.56,2745717,0,0,0,34,3116,386,"Individual"
"438","3300060885_89","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9",NA,88.62,2.07,2095554,1,0,1,40,2153,32,"Individual"
"439","3300060885_90","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota; Thermoleophilia","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9",NA,86.64,6.47,2572406,1,0,0,56,2686,45,"Individual"
"440","3300060885_91","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","VAZQ01",68.96,1.58,4037710,0,0,0,21,4038,267,"Individual"
"441","3300060885_96","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",75.56,2.12,3367770,1,0,0,16,3792,489,"Individual"
"442","3300060885_97","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Propionibacteriaceae",NA,63.82,1.73,3071945,0,1,0,27,3359,317,"Individual"
"443","3300060885_98","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Nocardioidaceae","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Nocardioidaceae",NA,64.34,8.33,3593606,0,1,0,39,4290,509,"Individual"
"444","3300060885_99","Chase Lake Wetlands, North Dakota, USA","WOOD_004-M-20210714","WOOD","004","M","20210714",3300060885,"MQ","Bacteria","Bacteria; Chloroflexota; Limnocylindria; Limnocylindrales; CSP1-4; SPCO01","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","CSP1-4","SPCO01",56.46,3.67,1643936,0,0,0,25,1798,160,"Individual"
"445","3300060886_13","Santa Rita Experimental Range, Tucson, Arizona, USA","SRER_005-M-20210810","SRER","005","M","20210810",3300060886,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium fragae","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",56.68,7.37,2559761,0,0,0,20,2980,493,"Individual"
"446","3300060886_19","Santa Rita Experimental Range, Tucson, Arizona, USA","SRER_005-M-20210810","SRER","005","M","20210810",3300060886,"MQ","Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae; GCA-003244245","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","GCA-003244245",76.94,3.46,3340794,0,0,0,33,3685,399,"Individual"
"447","3300060886_21","Santa Rita Experimental Range, Tucson, Arizona, USA","SRER_005-M-20210810","SRER","005","M","20210810",3300060886,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae; JAFARZ01","Bacteria","Actinobacteriota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","JAFARZ01",94.77,8.11,9278275,0,1,0,55,8637,434,"Individual"
"448","3300060886_27","Santa Rita Experimental Range, Tucson, Arizona, USA","SRER_005-M-20210810","SRER","005","M","20210810",3300060886,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-465","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-465",50.21,0,1470831,0,0,0,18,1689,264,"Individual"
"449","3300060886_30","Santa Rita Experimental Range, Tucson, Arizona, USA","SRER_005-M-20210810","SRER","005","M","20210810",3300060886,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; unclassified; Acidobacteriaceae bacterium KBS 83","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; KBS-83","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae","KBS-83",89.42,1.72,4298209,0,0,0,34,4014,324,"Individual"
"450","3300060886_36","Santa Rita Experimental Range, Tucson, Arizona, USA","SRER_005-M-20210810","SRER","005","M","20210810",3300060886,"MQ","Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae; GCA-003244245","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","GCA-003244245",84.89,1.54,3542034,1,0,0,37,3742,176,"Individual"
"451","3300060886_40","Santa Rita Experimental Range, Tucson, Arizona, USA","SRER_005-M-20210810","SRER","005","M","20210810",3300060886,"MQ","Archaea; Nitrososphaerota",NA,NA,NA,NA,NA,NA,NA,51.13,2.91,2205811,1,0,1,27,2608,346,"Individual"
"452","3300060886_5","Santa Rita Experimental Range, Tucson, Arizona, USA","SRER_005-M-20210810","SRER","005","M","20210810",3300060886,"MQ","Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; 66-474","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","66-474",67.74,0.82,2217523,0,0,0,26,2234,332,"Individual"
"453","3300060887_16","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_042-M-20210920","GUAN","042","M","20210920",3300060887,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; AWTP1-13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","AWTP1-13",54.5,1.88,3392335,0,0,0,18,3738,578,"Individual"
"454","3300060887_21","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_042-M-20210920","GUAN","042","M","20210920",3300060887,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; PALSA-555","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","PALSA-555",NA,67.66,4.16,2450677,0,0,0,39,2930,396,"Individual"
"455","3300060887_26","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_042-M-20210920","GUAN","042","M","20210920",3300060887,"MQ","Bacteria; Actinomycetota; Thermoleophilia","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9",NA,79.35,9.48,2379854,1,0,1,31,2692,259,"Individual"
"456","3300060887_27","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_042-M-20210920","GUAN","042","M","20210920",3300060887,"MQ","Bacteria","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968; DP-20","Bacteria","Desulfobacterota_B","Binatia","UBA9968","UBA9968","DP-20",65.01,0.65,3097026,0,0,0,18,3210,404,"Individual"
"457","3300060887_32","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_042-M-20210920","GUAN","042","M","20210920",3300060887,"MQ","Archaea; Nitrososphaerota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae",NA,NA,NA,NA,NA,NA,NA,63.85,0,1469352,1,0,1,17,1670,242,"Individual"
"458","3300060887_39","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_042-M-20210920","GUAN","042","M","20210920",3300060887,"MQ","Archaea",NA,NA,NA,NA,NA,NA,NA,89.81,2.43,4009591,1,0,0,41,4918,399,"Individual"
"459","3300060887_40","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_042-M-20210920","GUAN","042","M","20210920",3300060887,"MQ","Bacteria","Bacteria; Acidobacteriota; Blastocatellia; RBC074; RBC074; JADJLO01","Bacteria","Acidobacteriota","Blastocatellia","RBC074","RBC074","JADJLO01",59.6,7.86,2998531,0,0,0,22,2763,312,"Individual"
"460","3300060887_5","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_042-M-20210920","GUAN","042","M","20210920",3300060887,"MQ","Bacteria; Actinomycetota; Thermoleophilia","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; JACVRW01","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Thermoleophilaceae","JACVRW01",57.81,0,2174027,0,0,0,13,2413,343,"Individual"
"461","3300060888_13","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_003-M-20210922","GUAN","003","M","20210922",3300060888,"MQ","Archaea; Nitrososphaerota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; Nitrososphaera; Candidatus Nitrososphaera evergladensis",NA,NA,NA,NA,NA,NA,NA,80.1,2.91,1834459,1,1,1,37,2365,31,"Individual"
"462","3300060888_15","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_003-M-20210922","GUAN","003","M","20210922",3300060888,"MQ","Bacteria","Bacteria; Chloroflexota; Limnocylindria; QHBO01; QHBO01","Bacteria","Chloroflexota","Limnocylindria","QHBO01","QHBO01",NA,56.14,4.59,1799820,0,0,0,31,2108,328,"Individual"
"463","3300060888_26","Guanica State Forest and Biosphere Reserve, Puerto Rico","GUAN_003-M-20210922","GUAN","003","M","20210922",3300060888,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",62.27,2.61,4614098,0,0,0,43,5287,731,"Individual"
"464","3300060889_10","Wind River Experimental Forest, Washington, USA","WREF_004-O-20210622","WREF","004","O","20210622",3300060889,"MQ","Bacteria; Acidobacteriota; Terriglobia","Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Palsa-295","Bacteria","Acidobacteriota","Acidobacteriae","Acidoferrales","UBA7541","Palsa-295",70.17,6.03,3417395,1,0,1,16,3312,407,"Individual"
"465","3300060889_12","Wind River Experimental Forest, Washington, USA","WREF_004-O-20210622","WREF","004","O","20210622",3300060889,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744",59.51,3.85,1857064,0,1,0,26,2072,327,"Individual"
"466","3300060889_14","Wind River Experimental Forest, Washington, USA","WREF_004-O-20210622","WREF","004","O","20210622",3300060889,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae","Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Palsa-883","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Palsa-883",82.18,3.23,5579746,0,0,0,33,6221,781,"Individual"
"467","3300060889_15","Wind River Experimental Forest, Washington, USA","WREF_004-O-20210622","WREF","004","O","20210622",3300060889,"HQ","Bacteria","Bacteria; Acidobacteriota; Thermoanaerobaculia; UBA5704; UBA5704","Bacteria","Acidobacteriota","Thermoanaerobaculia","UBA5704","UBA5704",NA,95.63,2.56,6407577,1,1,1,51,5004,296,"Individual"
"468","3300060889_19","Wind River Experimental Forest, Washington, USA","WREF_004-O-20210622","WREF","004","O","20210622",3300060889,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; BOG-931","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","BOG-931",89.72,3.47,5160512,0,1,0,42,5438,401,"Individual"
"469","3300060889_20","Wind River Experimental Forest, Washington, USA","WREF_004-O-20210622","WREF","004","O","20210622",3300060889,"MQ","Bacteria; Acidobacteriota; Terriglobia","Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Palsa-295","Bacteria","Acidobacteriota","Acidobacteriae","Acidoferrales","UBA7541","Palsa-295",73.88,1.71,4001336,1,0,0,33,3842,336,"Individual"
"470","3300060889_3","Wind River Experimental Forest, Washington, USA","WREF_004-O-20210622","WREF","004","O","20210622",3300060889,"MQ","Bacteria; Pseudomonadota","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198",78.72,9.33,4610152,1,0,1,74,4996,538,"Individual"
"471","3300060889_4","Wind River Experimental Forest, Washington, USA","WREF_004-O-20210622","WREF","004","O","20210622",3300060889,"MQ","Bacteria; Acidobacteriota; Terriglobia","Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Palsa-295","Bacteria","Acidobacteriota","Acidobacteriae","Acidoferrales","UBA7541","Palsa-295",61.11,0.85,3499685,0,1,1,17,3430,419,"Individual"
